ตาราง 19.5  สรุปงบประมาณรายจ่ายของประเทศ จำแนกตามกระทรวง กรม และส่วนราชการอิสระ ปีงบประมาณ 2565 - 2567     ,,,,,,
"Table 19.5  Summary of Budget Expenditure by Ministry, Department and Independent Public Agency: Fiscal Years 2022 - 2024",,,,,,
,,,,,,
กระทรวงศึกษาธิการ ,สำนักงานเลขาธิการสภาการศึกษา ,168.5,168.0,164.4,Ministry of Education,Office of the Education Council
กระทรวงศึกษาธิการ ,สถาบันส่งเสริมการสอนวิทยาศาสตร์และเทคโนโลยี,1312.2,1693.5,1663.1,Ministry of Education,The Institute for the Promotion of Teaching Science and Technology
กระทรวงศึกษาธิการ ,สำนักงานคณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษา,123.9,123.9,128.6,Ministry of Education,Office of the Welfare Promotion Commission for Teachers and Education Personnel
กระทรวงศึกษาธิการ ,สำนักงานเลขาธิการคุรุสภา ,153.2,152.7,160.3,Ministry of Education,Secretariat Office of the Teachers's Council of Thailand
กระทรวงศึกษาธิการ ,โรงเรียนมหิดลวิทยานุสรณ์ ,250.5,213.0,251.0,Ministry of Education,Mahidol Wittayanusorn School
กระทรวงศึกษาธิการ ,สถาบันทดสอบทางการศึกษาแห่งชาติ (องค์การมหาชน),481.6,438.6,419.7,Ministry of Education,National Institute of Educational Testing Service (Public Organization)
กระทรวงศึกษาธิการ ,สำนักงานรับรองมาตรฐานและประเมินคุณภาพการศึกษา (องค์การมหาชน),99.5,105.9,98.1,Ministry of Education,Office for National Education Standards and Quality Assessment (Public Organization)
กระทรวงสาธารณสุข ,รวม,154029.3,152263.9,165726.2,Ministry of Public Health,Total
กระทรวงสาธารณสุข ,สำนักงานปลัดกระทรวง ,118575.0,116292.3,116251.2,Ministry of Public Health,Office of the Permanent Secretary
กระทรวงสาธารณสุข ,กรมการแพทย์ ,7809.0,8049.6,7620.4,Ministry of Public Health,Department of Medical Services
กระทรวงสาธารณสุข ,กรมการแพทย์แผนไทยและการแพทย์ทางเลือก,278.4,301.2,344.3,Ministry of Public Health,Department of Thai Traditional and Alternative Medicine
กระทรวงสาธารณสุข ,กรมควบคุมโรค ,3558.9,3636.9,3760.5,Ministry of Public Health,Department of Disease Control
กระทรวงสาธารณสุข ,กรมวิทยาศาสตร์การแพทย์ ,1239.1,1282.1,1280.7,Ministry of Public Health,Department of Medical Sciences
กระทรวงสาธารณสุข ,กรมสนับสนุนบริการสุขภาพ ,13140.9,13140.9,26702.8,Ministry of Public Health,Department of Health Service Support
กระทรวงสาธารณสุข ,กรมสุขภาพจิต ,2783.3,2875.0,2986.5,Ministry of Public Health,Department of Mental Health
กระทรวงสาธารณสุข ,กรมอนามัย ,1812.6,1778.5,1741.2,Ministry of Public Health,Department of Health
กระทรวงสาธารณสุข ,สถาบันพระบรมราชชนก ,2335.1,2289.4,2268.6,Ministry of Public Health,Praboromarajchanok Institute for Health Workforce Development
กระทรวงสาธารณสุข ,สำนักงานคณะกรรมการอาหารและยา,908.0,898.1,941.5,Ministry of Public Health,Food and Drug Administration
กระทรวงสาธารณสุข ,สถาบันการแพทย์ฉุกเฉินแห่งชาติ ,155.5,167.8,171.5,Ministry of Public Health,National Institute for Emergency Medicine 
กระทรวงสาธารณสุข ,สถาบันวิจัยระบบสาธารณสุข ,36.0,37.3,48.4,Ministry of Public Health,Health Systems Research Institute
กระทรวงสาธารณสุข ,สำนักงานหลักประกันสุขภาพแห่งชาติ,1285.0,1390.3,1492.1,Ministry of Public Health,National Health Security Office
กระทรวงสาธารณสุข ,สถาบันวัคซีนแห่งชาติ ,22.2,43.5,35.5,Ministry of Public Health,National Vaccine Institute 
กระทรวงสาธารณสุข ,โรงพยาบาลบ้านแพ้ว (องค์การมหาชน),25.8,13.3,8.9,Ministry of Public Health,Banphaeo General Hospital (Public Organization)
กระทรวงสาธารณสุข ,สถาบันรับรองคุณภาพสถานพยาบาล (องค์การหมาชน),64.5,67.7,72.1,Ministry of Public Health,The Healthcare Accreditation Institute (Public Organization)
กระทรวงอุตสาหกรรม ,รวม,4341.1,4471.9,4559.7,Ministry of Industry,Total
กระทรวงอุตสาหกรรม ,สำนักงานปลัดกระทรวง ,918.3,915.0,959.6,Ministry of Industry,Office of the Permanent Secretary
กระทรวงอุตสาหกรรม ,กรมโรงงานอุตสาหกรรม ,478.7,474.5,496.2,Ministry of Industry,Department of Industrial Works
กระทรวงอุตสาหกรรม ,กรมส่งเสริมอุตสาหกรรม ,1010.5,1008.1,1236.0,Ministry of Industry,Department of Industrial Promotion
กระทรวงอุตสาหกรรม ,กรมอุตสาหกรรมพื้นฐานและการเหมืองแร่,369.0,350.5,339.4,Ministry of Industry,Department of Primary Industries and Mines
กระทรวงอุตสาหกรรม ,สำนักงานคณะกรรมการอ้อยและน้ำตาลทราย,579.6,572.5,656.3,Ministry of Industry,Office of the Cane and Sugar Board
กระทรวงอุตสาหกรรม ,สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,754.9,922.6,653.2,Ministry of Industry,Thai Industrial Standards Institute
กระทรวงอุตสาหกรรม ,สำนักงานเศรษฐกิจอุตสาหกรรม ,230.1,228.7,219.0,Ministry of Industry,Office of Industrial Economics
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,รวม,122624.7,124797.3,127536.2,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Total
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,ศูนย์อำนวยการบริหารจังหวัดชายแดนภาคใต้,1142.7,1174.6,1246.4,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Southern Border Provinces Administrative Centre
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ,519.9,512.6,513.4,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Office of Public Sector Anti-Corruption Commission
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานคณะกรรมการพิเศษเพื่อประสานงานโครงการอันเนื่องมาจากพระราชดำริ,879.8,785.3,863.9,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Office of the Royal Development Projects Board
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานตำรวจแห่งชาติ ,114823.0,115081.4,117198.3,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Royal Thai Police 
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานป้องกันและปราบปรามการฟอกเงิน,466.3,432.9,445.8,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Anti-Money Laundering Office
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานพระพุทธศาสนาแห่งชาติ ,4193.1,4216.6,4835.1,Independent Public Agencies and Agencies under the Prime Minister's Supervision,National Office of Buddhism
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานราชบัณฑิตยสภา ,168.6,200.6,267.8,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Office of the Royal Society
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานคณะกรรมการนโยบายเขตพัฒนาพิเศษภาคตะวันออก,414.6,2379.6,2147.4,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Eastern Economic Corridor Office 
ส่วนราชการไม่สังกัดสำนักนายกรัฐมนตรี กระทรวง หรือทบวง และหน่วยงานภายใต้การควบคุม ดูแลของนายกรัฐมนตรี,สำนักงานส่งเสริมวิสาหกิจเพื่อสังคม.........,16.7,13.7,18.1,Independent Public Agencies and Agencies under the Prime Minister's Supervision,Office of Social Enterprise Promotion
จังหวัดและกลุ่มจังหวัด,รวม,17411.0,21500.6,23076.0,Provinces and Clusters of Provinces,Total
รัฐวิสาหกิจ,รวม,127865.5,162919.3,143745.8,State Enterprises,Total
รัฐวิสาหกิจ,การกีฬาแห่งประเทศไทย ,1600.9,1600.5,2210.2,State Enterprises,Sports Authority of Thailand
รัฐวิสาหกิจ,การเคหะแห่งชาติ ,863.4,952.0,1001.0,State Enterprises,National Housing Authority
รัฐวิสาหกิจ,การท่องเที่ยวแห่งประเทศไทย ,2871.0,3258.9,5201.2,State Enterprises,Tourism Authority of Thailand
รัฐวิสาหกิจ,การทางพิเศษแห่งประเทศไทย ,11.3,90.3,1251.2,State Enterprises,Expressway Authority of Thailand 
รัฐวิสาหกิจ,การประปานครหลวง ,41.9,41.9,29.1,State Enterprises,Metropolitan Waterworks Authority
รัฐวิสาหกิจ,การประปาส่วนภูมิภาค ,2950.5,3018.6,3352.8,State Enterprises,Provincial Waterworks Authority
รัฐวิสาหกิจ,การยางแห่งประเทศไทย ,62.5,27.8,103.4,State Enterprises,Rubber Authority of Thailand
รัฐวิสาหกิจ,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,12751.0,21524.8,20045.0,State Enterprises,Mass Rapid Transit Authority of Thailand
รัฐวิสาหกิจ,การรถไฟแห่งประเทศไทย ,18239.0,22727.4,21092.7,State Enterprises,State Railway of Thailand
รัฐวิสาหกิจ,ธนาคารพัฒนาวิสาหกิจขนาดกลางและขนาดย่อมแห่งประเทศไทย,546.5,277.9,340.4,State Enterprises,Small and Medium Enterprise Development Bank of Thailand
รัฐวิสาหกิจ,ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร,69466.4,84508.2,65597.6,State Enterprises,Bank for Agriculture and Agricultural Cooperatives
รัฐวิสาหกิจ,ธนาคารเพื่อการส่งออกและนำเข้าแห่งประเทศไทย,-,90.3,108.9,State Enterprises,Export-Import Bank of Thailand
รัฐวิสาหกิจ,ธนาคารออมสิน ,3959.4,8256.1,6065.8,State Enterprises,Government Savings Bank
รัฐวิสาหกิจ,ธนาคารอาคารสงเคราะห์ ,67.6,718.7,725.9,State Enterprises,Government Housing Bank
รัฐวิสาหกิจ,บรรษัทประกันสินเชื่ออุตสาหกรรมขนาดย่อม,5418.8,7111.1,8223.7,State Enterprises,Thai Credit Guarantee Corporation 
รัฐวิสาหกิจ,บริษัทบริหารสินทรัพย์ ธนาคารอิสลามแห่งประเทศไทย จำกัด,1000.0,-,-,State Enterprises,Islamic Bank Asset Management Ltd.
รัฐวิสาหกิจ,สถาบันการบินพลเรือน ,141.4,200.8,160.3,State Enterprises,Civil Aviation Training Center
รัฐวิสาหกิจ,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห่งประเทศไทย,617.8,615.9,667.9,State Enterprises,Thailand Institute of Scientific and Technological Research
รัฐวิสาหกิจ,องค์การขนส่งมวลชนกรุงเทพ ,4148.2,4074.1,3249.6,State Enterprises,Bangkok Mass Transit Authority
รัฐวิสาหกิจ,องค์การจัดการน้ำเสีย ,745.1,747.4,1453.4,State Enterprises,Wastewater Management Authority
รัฐวิสาหกิจ,องค์การตลาดเพื่อเกษตรกร ,22.5,47.6,49.6,State Enterprises,The Marketing Organization for Farmers
รัฐวิสาหกิจ,องค์การพิพิธภัณฑ์วิทยาศาสตร์แห่งชาติ,1359.3,966.1,991.4,State Enterprises,National Science Museum
รัฐวิสาหกิจ,องค์การสวนพฤกษศาสตร์ ,127.0,136.5,136.8,State Enterprises,The Botanical Garden Organization
รัฐวิสาหกิจ,องค์การสวนสัตว์แห่งประเทศไทย ,708.0,1781.4,1542.3,State Enterprises,Zoological Park Organization
รัฐวิสาหกิจ,องค์การอุตสาหกรรมป่าไม้ ,146.0,145.0,145.6,State Enterprises,Forest Industry Organization
หน่วยงานของรัฐสภา ,รวม,8088.3,7730.1,7515.3,Parliamentary Agencies,Total
หน่วยงานของรัฐสภา ,สถาบันพระปกเกล้า ,198.0,216.6,321.4,Parliamentary Agencies,King Prajadhipok's Institute
หน่วยงานของรัฐสภา ,สำนักงานเลขาธิการวุฒิสภา ,1835.4,1937.3,2046.0,Parliamentary Agencies,The Secretariat of the Senate
หน่วยงานของรัฐสภา ,สำนักงานเลขาธิการสภาผู้แทนราษฎร,6054.9,5576.2,5147.9,Parliamentary Agencies,The Secretariat of the House of Representatives
หน่วยงานของศาล ,รวม,22940.8,23151.3,24930.1,Judicial Agencies,Total
หน่วยงานของศาล ,สำนักงานศาลปกครอง ,2540.9,2563.1,2862.1,Judicial Agencies,Office of the Administrative Court
หน่วยงานของศาล ,สำนักงานศาลยุติธรรม ,20038.8,20227.2,21658.4,Judicial Agencies,Office of the Judiciary
หน่วยงานของศาล ,สำนักงานศาลรัฐธรรมนูญ ,361.1,361.0,409.6,Judicial Agencies,Office of the Constitutional Court
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,รวม,18459.0,19497.0,22915.7,Independent Organs and State Attorney Organ,Total
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,สำนักงานการตรวจเงินแผ่นดิน ,2481.4,2490.3,2830.7,Independent Organs and State Attorney Organ,State Audit Office of the Kingdom of Thailand
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,สำนักงานคณะกรรมการการเลือกตั้ง,1707.9,1785.3,3080.0,Independent Organs and State Attorney Organ,Office of the Election Commission of Thailand
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,2555.0,2845.7,3683.4,Independent Organs and State Attorney Organ,Office of the National Anti-Corruption Commission
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,สำนักงานคณะกรรมการสิทธิมนุษยชนแห่งชาติ,209.9,216.2,268.1,Independent Organs and State Attorney Organ,Office of the National Human Rights Commission of Thailand
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,สำนักงานผู้ตรวจการแผ่นดิน ,324.2,323.2,417.5,Independent Organs and State Attorney Organ,Office of the Ombudsman
หน่วยงานขององค์กรอิสระและองค์กรอัยการ,สำนักงานอัยการสูงสุด ,11180.6,11836.3,12636.0,Independent Organs and State Attorney Organ,Office of the Attorney General
องค์กรปกครองส่วนท้องถิ่น ,รวม,76882.8,86457.1,101306.3,Local Administrative Organizations,Total
หน่วยงานอื่นของรัฐ ,รวม,477.9,477.4,600.3,Other Government Agencies,Total
หน่วยงานอื่นของรัฐ ,สำนักงานคณะกรรมการการแข่งขันทางการค้า,165.6,165.1,219.3,Other Government Agencies,Office of Trade Competition Commission
หน่วยงานอื่นของรัฐ ,สำนักงานสภาเกษตรกรแห่งชาติ ,312.3,312.3,381.0,Other Government Agencies,Office of National Farmers Council 
สภากาชาดไทย ,รวม,8265.4,8854.0,8867.5,Thai Red Cross Society,Total
ส่วนราชการในพระองค์ ,รวม,8761.4,8611.7,8478.4,Royal Office,Total
ทุนหมุนเวียน,รวม,195370.4,206819.4,257790.5,Revolving Funds,Total
รายจ่ายเพื่อชดใช้เงินคงคลัง ,รวม,596.7,-,118361.1,Expenditures for Replenishment of Treasury Account Balance,Total
รายจ่ายเพื่อชดใช้เงินทุนสำรองจ่าย,รวม,24978.6,-,-,Expenditures for Replenishment of Reserve Fund,Total
,,,,,,
ที่มา: สำนักงบประมาณ  สำนักนายกรัฐมนตรี                ,,, ,,,
"Source: Budget Bureau, Office of the Prime Minister",,,,,,
